City_Name, Category_Name, Overall_Category_Score, SubCategory_Label, SubCategory_Score
Louisville,Healthcare,8.56,Life expectancy (years),79.28
Louisville,Healthcare,8.56,Life expectancy [Teleport score],0.76
Louisville,Healthcare,8.56,Healthcare quality [Teleport score],0.82
Louisville,Internet Access,5.53,Download speed (Mbps),55.47
Louisville,Internet Access,5.53,Internet access (download) [Teleport score],0.66
Louisville,Internet Access,5.53,Upload speed (Mbps),10.13
Louisville,Internet Access,5.53,Internet access (upload) [Teleport score],0.45
Louisville,Environmental Quality,6.60,Air quality [Teleport score],0.59
Louisville,Environmental Quality,6.60,Cleanliness [Teleport score],0.58
Louisville,Environmental Quality,6.60,Drinking water quality [Teleport score],0.75
Louisville,Environmental Quality,6.60,Urban greenery [Teleport score],0.71
Louisville,Travel Connectivity,1.47,Airport hub,22.00
Louisville,Travel Connectivity,1.47,Airport hub [Teleport score],0.17
Louisville,Travel Connectivity,1.47,Intercity train connectivity [Teleport score],0.12
Louisville,Outdoors,1.30,Urban area elevation (meters),141.00
Louisville,Outdoors,1.30,Median peak in meters,254.00
Louisville,Outdoors,1.30,Elevation (hills or mountains) [Teleport score],0.16
Louisville,Outdoors,1.30,Water access [Teleport score],0.10
Louisville,Outdoors,1.30,Seaside waterbody,1.00
Manila,Cost of Living,8.75,Inflation [Teleport score],0.88
Manila,Cost of Living,8.75,A kilogram of Apples,2.70
Manila,Cost of Living,8.75,Bread,0.49
Manila,Cost of Living,8.75,A Cappuccino,2.90
Manila,Cost of Living,8.75,Movie ticket,4.60
Manila,Cost of Living,8.75,Monthly fitness club membership,43.00
Manila,Cost of Living,8.75,A beer,0.85
Manila,Cost of Living,8.75,Monthly public transport,20.00
Manila,Cost of Living,8.75,Lunch,4.40
Manila,Cost of Living,8.75,5km taxi ride,3.90
Manila,Cost of Living,8.75,Price of a meal at a restaurant,24.97
Manila,Healthcare,2.86,Healthcare expenditure [Teleport score],0.18
Manila,Healthcare,2.86,Life expectancy (years),68.50
Manila,Healthcare,2.86,Life expectancy [Teleport score],0.11
Manila,Healthcare,2.86,Healthcare quality [Teleport score],0.57
Manila,Internet Access,4.61,Download speed (Mbps),20.93
Manila,Internet Access,4.61,Internet access (download) [Teleport score],0.37
Manila,Internet Access,4.61,Upload speed (Mbps),13.84
Manila,Internet Access,4.61,Internet access (upload) [Teleport score],0.55
Manila,Environmental Quality,1.68,Air quality [Teleport score],0.13
Manila,Environmental Quality,1.68,Cleanliness [Teleport score],0.11
Manila,Environmental Quality,1.68,Drinking water quality [Teleport score],0.24
Manila,Environmental Quality,1.68,Urban greenery [Teleport score],0.19
Manila,Travel Connectivity,2.63,Airport hub,78.00
Manila,Travel Connectivity,2.63,Airport hub [Teleport score],0.39
Manila,Travel Connectivity,2.63,Intercity train connectivity [Teleport score],0.14
Manila,Outdoors,4.83,Urban area elevation (meters),14.00
Manila,Outdoors,4.83,Presence of hills in city,1.00
Manila,Outdoors,4.83,Presence of mountains in city,1.00
Manila,Outdoors,4.83,Median peak in meters,550.00
Manila,Outdoors,4.83,Elevation (hills or mountains) [Teleport score],0.23
Manila,Outdoors,4.83,Water access [Teleport score],0.73
Manila,Outdoors,4.83,Seaside access,1.00
Minsk,Cost of Living,9.29,Inflation [Teleport score],0.93
Minsk,Cost of Living,9.29,A kilogram of Apples,0.95
Minsk,Cost of Living,9.29,Bread,0.18
Minsk,Cost of Living,9.29,A Cappuccino,1.80
Minsk,Cost of Living,9.29,Movie ticket,3.30
Minsk,Cost of Living,9.29,Monthly fitness club membership,38.00
Minsk,Cost of Living,9.29,A beer,0.83
Minsk,Cost of Living,9.29,Monthly public transport,15.00
Minsk,Cost of Living,9.29,Lunch,6.70
Minsk,Cost of Living,9.29,5km taxi ride,2.60
Minsk,Cost of Living,9.29,Price of a meal at a restaurant,39.04
Minsk,Healthcare,4.13,Healthcare expenditure [Teleport score],0.36
Minsk,Healthcare,4.13,Life expectancy (years),72.27
Minsk,Healthcare,4.13,Life expectancy [Teleport score],0.34
Minsk,Healthcare,4.13,Healthcare quality [Teleport score],0.54
Minsk,Internet Access,4.86,Download speed (Mbps),21.47
Minsk,Internet Access,4.86,Internet access (download) [Teleport score],0.38
Minsk,Internet Access,4.86,Upload speed (Mbps),15.64
Minsk,Internet Access,4.86,Internet access (upload) [Teleport score],0.60
Minsk,Environmental Quality,7.05,Air quality [Teleport score],0.64
Minsk,Environmental Quality,7.05,Cleanliness [Teleport score],0.97
Minsk,Environmental Quality,7.05,Drinking water quality [Teleport score],0.49
Minsk,Environmental Quality,7.05,Urban greenery [Teleport score],0.72
Minsk,Travel Connectivity,3.77,Airport hub,41.00
Minsk,Travel Connectivity,3.77,Airport hub [Teleport score],0.25
Minsk,Travel Connectivity,3.77,Intercity train connectivity [Teleport score],0.51
Minsk,Outdoors,4.91,Urban area elevation (meters),220.00
Minsk,Outdoors,4.91,Median peak in meters,237.50
Minsk,Outdoors,4.91,Elevation (hills or mountains) [Teleport score],0.16
Minsk,Outdoors,4.91,Water access [Teleport score],0.83
New Orleans,Cost of Living,4.99,Inflation [Teleport score],0.50
New Orleans,Cost of Living,4.99,A kilogram of Apples,3.60
New Orleans,Cost of Living,4.99,Bread,1.10
New Orleans,Cost of Living,4.99,A Cappuccino,4.30
New Orleans,Cost of Living,4.99,Movie ticket,12.00
New Orleans,Cost of Living,4.99,Monthly fitness club membership,54.00
New Orleans,Cost of Living,4.99,A beer,3.00
New Orleans,Cost of Living,4.99,Monthly public transport,53.00
New Orleans,Cost of Living,4.99,Lunch,18.00
New Orleans,Cost of Living,4.99,5km taxi ride,8.70
New Orleans,Cost of Living,4.99,Price of a meal at a restaurant,86.56
New Orleans,Healthcare,8.31,Healthcare expenditure [Teleport score],0.99
New Orleans,Healthcare,8.31,Life expectancy (years),79.28
New Orleans,Healthcare,8.31,Life expectancy [Teleport score],0.76
New Orleans,Healthcare,8.31,Healthcare quality [Teleport score],0.74
New Orleans,Internet Access,6.45,Download speed (Mbps),89.68
New Orleans,Internet Access,6.45,Internet access (download) [Teleport score],0.81
New Orleans,Internet Access,6.45,Upload speed (Mbps),11.11
New Orleans,Internet Access,6.45,Internet access (upload) [Teleport score],0.48
New Orleans,Environmental Quality,5.67,Air quality [Teleport score],0.78
New Orleans,Environmental Quality,5.67,Cleanliness [Teleport score],0.25
New Orleans,Environmental Quality,5.67,Drinking water quality [Teleport score],0.43
New Orleans,Environmental Quality,5.67,Urban greenery [Teleport score],0.81
New Orleans,Travel Connectivity,1.76,Airport hub,39.00
New Orleans,Travel Connectivity,1.76,Airport hub [Teleport score],0.24
New Orleans,Travel Connectivity,1.76,Intercity train connectivity [Teleport score],0.11
New Orleans,Outdoors,1.00,Urban area elevation (meters),19.00
New Orleans,Outdoors,1.00,Median peak in meters,1.00
New Orleans,Outdoors,1.00,Elevation (hills or mountains) [Teleport score],0.10
New Orleans,Outdoors,1.00,Water access [Teleport score],0.10
New Orleans,Outdoors,1.00,Seaside access,1.00
Oulu,Cost of Living,0.00,A kilogram of Apples,2.70
Oulu,Cost of Living,0.00,Bread,0.81
Oulu,Cost of Living,0.00,A Cappuccino,3.80
Oulu,Cost of Living,0.00,Movie ticket,14.00
Oulu,Cost of Living,0.00,Monthly fitness club membership,56.00
Oulu,Cost of Living,0.00,A beer,2.60
Oulu,Cost of Living,0.00,Monthly public transport,64.00
Oulu,Cost of Living,0.00,Lunch,14.00
Oulu,Cost of Living,0.00,5km taxi ride,13.00
Oulu,Healthcare,8.43,Healthcare expenditure [Teleport score],0.85
Oulu,Healthcare,8.43,Life expectancy (years),81.08
Oulu,Healthcare,8.43,Life expectancy [Teleport score],0.86
Oulu,Healthcare,8.43,Healthcare quality [Teleport score],0.82
Oulu,Internet Access,5.72,Download speed (Mbps),52.88
Oulu,Internet Access,5.72,Internet access (download) [Teleport score],0.65
Oulu,Internet Access,5.72,Upload speed (Mbps),11.88
Oulu,Internet Access,5.72,Internet access (upload) [Teleport score],0.50
Oulu,Environmental Quality,8.93,Air quality [Teleport score],0.95
Oulu,Environmental Quality,8.93,Cleanliness [Teleport score],0.92
Oulu,Environmental Quality,8.93,Drinking water quality [Teleport score],0.93
Oulu,Environmental Quality,8.93,Urban greenery [Teleport score],0.78
Oulu,Travel Connectivity,2.72,Airport hub,3.00
Oulu,Travel Connectivity,2.72,Airport hub [Teleport score],0.10
Oulu,Travel Connectivity,2.72,Intercity train connectivity [Teleport score],0.44
Oulu,Outdoors,5.07,Median peak in meters,321.00
Oulu,Outdoors,5.07,Elevation (hills or mountains) [Teleport score],0.18
Oulu,Outdoors,5.07,Water access [Teleport score],0.84
Oulu,Outdoors,5.07,Seaside access,1.00
Pittsburgh,Cost of Living,4.80,Inflation [Teleport score],0.48
Pittsburgh,Cost of Living,4.80,A kilogram of Apples,3.30
Pittsburgh,Cost of Living,4.80,Bread,0.65
Pittsburgh,Cost of Living,4.80,A Cappuccino,3.80
Pittsburgh,Cost of Living,4.80,Movie ticket,10.00
Pittsburgh,Cost of Living,4.80,Monthly fitness club membership,34.00
Pittsburgh,Cost of Living,4.80,A beer,2.80
Pittsburgh,Cost of Living,4.80,Monthly public transport,95.00
Pittsburgh,Cost of Living,4.80,Lunch,12.00
Pittsburgh,Cost of Living,4.80,5km taxi ride,11.00
Pittsburgh,Cost of Living,4.80,Price of a meal at a restaurant,67.10
Pittsburgh,Healthcare,8.58,Healthcare expenditure [Teleport score],0.99
Pittsburgh,Healthcare,8.58,Life expectancy (years),79.28
Pittsburgh,Healthcare,8.58,Life expectancy [Teleport score],0.76
Pittsburgh,Healthcare,8.58,Healthcare quality [Teleport score],0.83
Pittsburgh,Internet Access,8.67,Download speed (Mbps),84.12
Pittsburgh,Internet Access,8.67,Internet access (download) [Teleport score],0.79
Pittsburgh,Internet Access,8.67,Upload speed (Mbps),38.81
Pittsburgh,Internet Access,8.67,Internet access (upload) [Teleport score],0.94
Pittsburgh,Environmental Quality,6.87,Air quality [Teleport score],0.67
Pittsburgh,Environmental Quality,6.87,Cleanliness [Teleport score],0.59
Pittsburgh,Environmental Quality,6.87,Drinking water quality [Teleport score],0.56
Pittsburgh,Environmental Quality,6.87,Urban greenery [Teleport score],0.93
Pittsburgh,Travel Connectivity,1.74,Airport hub,38.00
Pittsburgh,Travel Connectivity,1.74,Airport hub [Teleport score],0.23
Pittsburgh,Travel Connectivity,1.74,Intercity train connectivity [Teleport score],0.11
Pittsburgh,Outdoors,4.07,Urban area elevation (meters),253.00
Pittsburgh,Outdoors,4.07,Presence of hills in city,1.00
Pittsburgh,Outdoors,4.07,Median peak in meters,532.00
Pittsburgh,Outdoors,4.07,Elevation (hills or mountains) [Teleport score],0.23
Pittsburgh,Outdoors,4.07,Water access [Teleport score],0.58
Pittsburgh,Outdoors,4.07,Seaside waterbody,1.00
Reykjavik,Cost of Living,1.00,Inflation [Teleport score],0.10
Reykjavik,Cost of Living,1.00,A kilogram of Apples,3.50
Reykjavik,Cost of Living,1.00,Bread,1.80
Reykjavik,Cost of Living,1.00,A Cappuccino,5.20
Reykjavik,Cost of Living,1.00,Movie ticket,16.00
Reykjavik,Cost of Living,1.00,Monthly fitness club membership,87.00
Reykjavik,Cost of Living,1.00,A beer,3.90
Reykjavik,Cost of Living,1.00,Monthly public transport,120.00
Reykjavik,Cost of Living,1.00,Lunch,26.00
Reykjavik,Cost of Living,1.00,5km taxi ride,19.00
Reykjavik,Cost of Living,1.00,Price of a meal at a restaurant,127.52
Reykjavik,Healthcare,8.58,Healthcare expenditure [Teleport score],0.83
Reykjavik,Healthcare,8.58,Life expectancy (years),82.65
Reykjavik,Healthcare,8.58,Life expectancy [Teleport score],0.96
Reykjavik,Healthcare,8.58,Healthcare quality [Teleport score],0.79
Reykjavik,Internet Access,6.74,Download speed (Mbps),56.85
Reykjavik,Internet Access,6.74,Internet access (download) [Teleport score],0.67
Reykjavik,Internet Access,6.74,Upload speed (Mbps),19.69
Reykjavik,Internet Access,6.74,Internet access (upload) [Teleport score],0.68
Reykjavik,Environmental Quality,8.62,Air quality [Teleport score],0.98
Reykjavik,Environmental Quality,8.62,Cleanliness [Teleport score],0.74
Reykjavik,Environmental Quality,8.62,Drinking water quality [Teleport score],1.00
Reykjavik,Environmental Quality,8.62,Urban greenery [Teleport score],0.73
Reykjavik,Travel Connectivity,1.13,Airport hub,36.00
Reykjavik,Travel Connectivity,1.13,Airport hub [Teleport score],0.23
Reykjavik,Outdoors,4.80,Urban area elevation (meters),61.00
Reykjavik,Outdoors,4.80,Presence of hills in city,1.00
Reykjavik,Outdoors,4.80,Presence of mountains in city,1.00
Reykjavik,Outdoors,4.80,Median peak in meters,477.00
Reykjavik,Outdoors,4.80,Elevation (hills or mountains) [Teleport score],0.22
Reykjavik,Outdoors,4.80,Water access [Teleport score],0.74
Reykjavik,Outdoors,4.80,Seaside access,1.00
